Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
752	98,5	752	94
753	98,6	753	93
754	98,8	754	93
755	98,9	755	94
756	98,9	756	94
757	99	757	94
758	99,1	758	95
759	99,5	759	95
760	99,6	760	94
761	99,9	761	96
762	100	762	97
763	100,4	763	97
764	100,5	764	97
765	100,9	765	97
766	101	766	98
767	101,3	767	99
768	101,5	768	98
769	101,5	769	98
770	101,8	770	99
771	102	771	98
772	102,1	772	98
773	102,3	773	100
774	102,4	774	100
775	102,5	775	101
776	102,5	776	101
777	102,6	777	101
778	102,8	778	100
779	102,8	779	101
780	102,9	780	101
781	103	781	102
782	103	782	103
783	103	783	103
784	103,1	784	103
785	103,3	785	103
786	103,4	786	103
787	103,4	787	104
788	103,5	788	103
789	103,5	789	103
790	103,6	790	103
791	103,6	791	103
792	103,8	792	103
793	103,8	793	103
794	103,8	794	102
795	103,8	795	102
796	103,6	796	102
797	103,6	797	102
798	103,6	798	103
799	103,5	799	104
800	103,6	800	104
801	103,6	801	104
802	103,8	802	104
803	103,9	803	106
804	104	804	106
805	104	805	107
806	104,1	806	107
807	104,4	807	106
808	104,5	808	107
809	104,6	809	107
810	104,9	810	107
811	105	811	108
812	105,3	812	108
813	105,5	813	108
814	105,8	814	109
815	106	815	109
816	106,1	816	110
817	106,4	817	110
818	106,5	818	110
819	106,5	819	111
820	106,6	820	110
821	106,8	821	111
822	106,9	822	111
823	107	823	111
824	107	824	112
825	107,1	825	112
826	107,3	826	111
827	107,4	827	112
828	107,4	828	114
829	107,5	829	114
830	107,5	830	114
831	107,6	831	114
832	107,8	832	114
833	107,9	833	115
834	107,9	834	116
835	108	835	116
836	108	836	115
837	108,1	837	115
838	108,3	838	116
839	108,4	839	116
840	108,4	840	117
841	108,5	841	117
842	108,5	842	117
843	108,5	843	118
844	108,6	844	118
845	108,8	845	118
846	108,9	846	119
847	108,9	847	119
848	109	848	120
849	109	849	121
850	109	850	120
851	109,1	851	121
852	109,1	852	121
853	109,3	853	120
854	109,3	854	119
855	109,4	855	119
856	109,5	856	120
857	109,5	857	120
858	109,5	858	120
859	109,5	859	120
860	109,6	860	120
861	109,6	861	120
862	109,6	862	120
863	109,8	863	120
864	109,8	864	121
865	109,8	865	122
866	109,9	866	122
867	109,9	867	123
868	110	868	123
869	110	869	122
870	110	870	122
871	110	871	122
872	110,1	872	123
873	110,1	873	123
874	110,3	874	123
875	110,3	875	124
876	110,4	876	125
877	110,5	877	125
878	110,5	878	126
879	110,5	879	127
880	110,6	880	126
881	110,8	881	127
882	110,9	882	126
883	111	883	127
884	111	884	128
885	111	885	128
886	111,1	886	128
887	111,3	887	129
888	111,4	888	129
889	111,4	889	130
890	111,5	890	130
891	111,5	891	130
892	111,6	892	130
893	111,8	893	130
894	111,9	894	131
895	111,9	895	131
896	112	896	132
897	112	897	132
898	112	898	132
899	112,1	899	133
900	112,3	900	134
901	112,3	901	134
902	112,4	902	134
903	112,4	903	134
904	112,5	904	134
905	112,5	905	135
906	112,6	906	135
907	112,6	907	135
908	112,8	908	135
909	112,9	909	135
910	112,9	910	137
911	113	911	137
912	113	912	138
913	113	913	138
914	113,1	914	137
915	113,3	915	138
916	113,4	916	139
917	113,4	917	138
918	113,5	918	139
919	113,5	919	139
920	113,6	920	138
921	113,6	921	138
922	113,8	922	138
923	113,8	923	139
924	113,9	924	138
925	113,9	925	138
926	113,9	926	138
927	113,9	927	138
928	114	928	137
929	114	929	137
930	114	930	137
931	114	931	139
932	114	932	140
933	114	933	140
934	114	934	139
935	114	935	140
936	114	936	140
937	114	937	140
938	114	938	141
939	114,1	939	142
940	114,1	940	143
941	114,1	941	143
942	114,3	942	143
943	114,4	943	143
944	114,4	944	143
945	114,5	945	144
946	114,5	946	144
947	114,6	947	144
948	114,8	948	145
949	114,9	949	145
950	114,9	950	145
951	115	951	146
952	115	952	147
953	115,1	953	147
954	115,3	954	148
955	115,3	955	148
956	115,4	956	148
957	115,5	957	149
958	115,5	958	150
959	115,6	959	149
960	115,8	960	150
961	115,8	961	150
962	115,9	962	152
963	116	963	152
964	116	964	152
965	116	965	152
966	116,1	966	152
967	116,3	967	152
968	116,4	968	153
969	116,4	969	155
970	116,5	970	154
971	116,5	971	154
972	116,5	972	154
973	116,6	973	155
974	116,8	974	156
975	116,9	975	155
976	116,9	976	155
977	117	977	156
978	117	978	156
979	117,1	979	157
980	117,1	980	157
981	117,3	981	158
982	117,4	982	158
983	117,4	983	158
984	117,5	984	158
985	117,5	985	158
986	117,5	986	158
987	117,6	987	159
988	117,6	988	158
989	117,8	989	158
990	117,8	990	157
991	117,8	991	156
992	117,8	992	156
993	117,8	993	156
994	117,9	994	156
995	117,9	995	155
996	117,9	996	156
997	117,9	997	156
998	117,9	998	157
999	117,9	999	158
1000	117,9	1000	158
1001	117,9	1001	159
1002	117,9	1002	160
1003	117,9	1003	160
1004	118	1004	160
1005	118	1005	160
1006	118	1006	160
1007	118	1007	161
1008	118	1008	161
1009	118,1	1009	162
1010	118,1	1010	162
1011	118,3	1011	163
1012	118,3	1012	163
1013	118,4	1013	164
1014	118,5	1014	165
1015	118,5	1015	165
1016	118,5	1016	165
1017	118,5	1017	165
1018	118,6	1018	165
1019	118,8	1019	167
1020	118,8	1020	167
1021	118,9	1021	167
1022	118,9	1022	168
1023	119	1023	169
1024	119	1024	169
1025	119	1025	168
1026	119,1	1026	169
1027	119,3	1027	169
1028	119,3	1028	170
1029	119,4	1029	171
1030	119,5	1030	172
1031	119,5	1031	172
1032	119,5	1032	172
1033	119,6	1033	172
1034	119,8	1034	172
1035	119,8	1035	173
1036	119,9	1036	174
1037	120	1037	175
1038	120	1038	174
1039	120	1039	175
1040	120,1	1040	176
1041	120,3	1041	176
1042	120,3	1042	176
1043	120,4	1043	177
1044	120,4	1044	177
1045	120,5	1045	178
1046	120,5	1046	179
1047	120,5	1047	179
1048	120,6	1048	179
1049	120,8	1049	180
1050	120,8	1050	181
1051	120,9	1051	180
1052	121	1052	180
1053	121	1053	179
1054	121	1054	178
1055	121	1055	177
1056	121	1056	176
1057	121	1057	177
1058	121,1	1058	176
1059	121,1	1059	176
1060	121,1	1060	177
1061	121,1	1061	176
1062	121,1	1062	176
1063	121,1	1063	177
1064	121,1	1064	177
1065	121,1	1065	177
1066	121,1	1066	178
1067	121,1	1067	178
1068	121,1	1068	179
1069	121,1	1069	181
1070	121,1	1070	181
1071	121,1	1071	181
1072	121,3	1072	181
1073	121,3	1073	182
1074	121,3	1074	182
1075	121,4	1075	183
1076	121,5	1076	184
1077	121,5	1077	184
1078	121,5	1078	184
1079	121,5	1079	185
1080	121,6	1080	185
1081	121,8	1081	186
1082	121,9	1082	186
1083	122	1083	187
1084	122	1084	187
1085	122	1085	188
1086	122,1	1086	188
1087	122,1	1087	188
1088	122,3	1088	188
1089	122,4	1089	189
1090	122,5	1090	189
1091	122,5	1091	190
1092	122,5	1092	191
1093	122,6	1093	192
1094	122,8	1094	191
1095	122,8	1095	193
1096	122,9	1096	193
1097	123	1097	193
1098	123	1098	193
1099	123	1099	194
1100	123,1	1100	195
1101	123,1	1101	195
1102	123,3	1102	195
1103	123,4	1103	195
1104	123,5	1104	196
1105	123,5	1105	197
1106	123,5	1106	198
1107	123,6	1107	198
1108	123,6	1108	198
1109	123,8	1109	199
1110	123,9	1110	199
1111	123,9	1111	199
1112	124	1112	200
1113	124	1113	200
1114	124,1	1114	201
1115	124,1	1115	201
1116	124,3	1116	202
1117	124,4	1117	201
1118	124,4	1118	201
1119	124,5	1119	200
1120	124,5	1120	199
1121	124,5	1121	199
1122	124,5	1122	198
1123	124,5	1123	198
1124	124,5	1124	197
1125	124,5	1125	197
1126	124,5	1126	196
1127	124,5	1127	196
1128	124,5	1128	195
1129	124,5	1129	195
1130	124,5	1130	197
1131	124,5	1131	198
1132	124,5	1132	199
1133	124,5	1133	198
1134	124,5	1134	199
1135	124,5	1135	199
1136	124,5	1136	200
1137	124,5	1137	202
1138	124,5	1138	201
1139	124,5	1139	202
1140	124,5	1140	202
1141	124,6	1141	203
1142	124,6	1142	203
1143	124,8	1143	202
1144	124,9	1144	203
1145	124,9	1145	204
1146	125	1146	205
1147	125	1147	206
1148	125	1148	206
1149	125,1	1149	207
1150	125,3	1150	208
1151	125,3	1151	208
1152	125,4	1152	209
1153	125,4	1153	208
1154	125,5	1154	209
1155	125,5	1155	209
1156	125,5	1156	209
1157	125,6	1157	210
1158	125,6	1158	210
1159	125,8	1159	210
1160	125,8	1160	211
1161	125,9	1161	211
1162	126	1162	211
1163	126	1163	212
1164	126	1164	211
1165	126	1165	212
1166	126,1	1166	213
1167	126,1	1167	214
1168	126,3	1168	214
1169	126,3	1169	215
1170	126,4	1170	215
