Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)			
3406	103	3406	93			
3407	103	3407	92			
3408	103	3408	93			
3409	102,9	3409	93			
3410	102,9	3410	93			
3411	102,9	3411	91			
3412	102,9	3412	91			
3413	102,8	3413	93			
3414	102,8	3414	93			
3415	102,8	3415	92			
3416	102,8	3416	93			
3417	102,8	3417	92			
3418	102,6	3418	92			
3419	102,6	3419	93			
3420	102,6	3420	92			
3421	102,6	3421	91			
3422	102,6	3422	91			
3423	102,5	3423	92			
3424	102,5	3424	92			
3425	102,5	3425	91			
3426	102,5	3426	91			
3427	102,5	3427	91			
3428	102,5	3428	91			
3429	102,5	3429	91			
3430	102,4	3430	91			
3431	102,4	3431	92			
3432	102,4	3432	91			
3433	102,4	3433	91			
3434	102,4	3434	91			
3435	102,4	3435	90			
3436	102,3	3436	90			
3437	102,3	3437	90			
3438	102,3	3438	91			
3439	102,3	3439	90			
3440	102,1	3440	90			
3441	102,1	3441	91			
3442	102,1	3442	91			
3443	102,1	3443	91			
3444	102,1	3444	90			
3445	102	3445	90			
3446	102	3446	90			
3447	102	3447	90			
3448	102	3448	90			
3449	102	3449	90			
3450	102	3450	90			
3451	102	3451	90			
3452	102	3452	89			
3453	102	3453	89			
3454	102	3454	89			
3455	101,9	3455	89			
3456	101,9	3456	90			
3457	101,9	3457	89			
3458	101,9	3458	89			
3459	101,9	3459	88			
3460	101,8	3460	89			
3461	101,8	3461	88			
3462	101,8	3462	89			
3463	101,8	3463	89			
3464	101,8	3464	90			
3465	101,8	3465	89			
3466	101,6	3466	88			
3467	101,6	3467	89			
3468	101,6	3468	89			
3469	101,6	3469	88			
3470	101,6	3470	88			
3471	101,5	3471	89			
3472	101,5	3472	88			
3473	101,5	3473	87			
3474	101,5	3474	87			
3475	101,5	3475	88			
3476	101,5	3476	87			
3477	101,5	3477	88			
3478	101,5	3478	88			
3479	101,5	3479	87			
3480	101,4	3480	87			
3481	101,4	3481	87			
3482	101,4	3482	88			
3483	101,4	3483	88			
3484	101,3	3484	88			
3485	101,3	3485	88			
3486	101,3	3486	88			
3487	101,3	3487	89			
3488	101,3	3488	88			
3489	101,3	3489	88			
3490	101,1	3490	87			
3491	101,1	3491	86			
3492	101,1	3492	86			
3493	101,1	3493	87			
3494	101,1	3494	87			
3495	101	3495	87			
3496	101	3496	87			
3497	101	3497	87			
3498	101	3498	87			
3499	101	3499	86			
3500	101	3500	86			
3501	101	3501	86			
3502	101	3502	85			
3503	101	3503	86			
3504	101	3504	86			
3505	101	3505	86			
3506	100,9	3506	86			
3507	100,9	3507	86			
3508	100,9	3508	86			
3509	100,9	3509	87			
3510	100,9	3510	86			
3511	100,9	3511	85			
3512	100,8	3512	85			
3513	100,8	3513	85			
3514	100,8	3514	85			
3515	100,8	3515	85			
3516	100,8	3516	86			
3517	100,8	3517	85			
3518	100,6	3518	85			
3519	100,6	3519	85			
3520	100,6	3520	85			
3521	100,6	3521	85			
3522	100,6	3522	86			
3523	100,5	3523	85			
3524	100,5	3524	85			
3525	100,5	3525	85			
3526	100,5	3526	85			
3527	100,5	3527	86			
3528	100,5	3528	85			
3529	100,5	3529	86			
3530	100,5	3530	85			
3531	100,4	3531	85			
3532	100,4	3532	84			
3533	100,4	3533	84			
3534	100,4	3534	85			
3535	100,3	3535	85			
3536	100,3	3536	85			
3537	100,3	3537	85			
3538	100,1	3538	84			
3539	100,1	3539	84			
3540	100,1	3540	84			
3541	100,1	3541	84			
3542	100,1	3542	84			
3543	100,1	3543	85			
3544	100	3544	85			
3545	100	3545	84			
3546	100	3546	84			
3547	100	3547	84			
3548	100	3548	84			
3549	100	3549	84			
3550	100	3550	84			
3551	100	3551	84			
3552	100	3552	85			
3553	100	3553	84			
3554	100	3554	83			
3555	99,9	3555	83			
3556	99,9	3556	83			
3557	99,9	3557	83			
3558	99,9	3558	83			
3559	99,8	3559	83			
3560	99,8	3560	83			
3561	99,8	3561	84			
3562	99,8	3562	83			
3563	99,8	3563	82			
3564	99,8	3564	82			
3565	99,8	3565	83			
3566	99,6	3566	83			
3567	99,6	3567	81			
3568	99,6	3568	82			
3569	99,6	3569	83			
3570	99,6	3570	83			
3571	99,6	3571	82			
3572	99,5	3572	83			
3573	99,5	3573	83			
3574	99,5	3574	82			
3575	99,5	3575	82			
3576	99,5	3576	83			
3577	99,5	3577	82			
3578	99,5	3578	82			
3579	99,5	3579	81			
3580	99,5	3580	82			
3581	99,5	3581	82			
3582	99,5	3582	82			
3583	99,5	3583	82			
3584	99,4	3584	81			
3585	99,4	3585	81			
3586	99,4	3586	81			
3587	99,4	3587	81			
3588	99,4	3588	82			
3589	99,4	3589	82			
3590	99,3	3590	82			
3591	99,3	3591	82			
3592	99,3	3592	81			
3593	99,3	3593	81			
3594	99,1	3594	80			
3595	99	3595	79			
3596	99	3596	80			
3597	99	3597	79			
3598	99	3598	79			
3599	98,9	3599	78			
3600	98,8	3600	78			
3601	98,6	3601	77			
3602	98,5	3602	79			
3603	98,5	3603	78			
3604	98,4	3604	77			
3605	98,3	3605	77			
3606	98,1	3606	77			
3607	98,1	3607	77			
3608	98	3608	77			
3609	98	3609	76			
3610	97,9	3610	76			
3611	97,9	3611	76			
3612	97,8	3612	75			
3613	97,6	3613	75			
3614	97,5	3614	75			
3615	97,5	3615	76			
3616	97,5	3616	76			
3617	97,4	3617	75			
3618	97,4	3618	75			
3619	97,3	3619	75			
3620	97,3	3620	75			
3621	97,1	3621	74			
3622	97	3622	74			
3623	97	3623	74			
3624	97	3624	75			
3625	97	3625	75			
3626	96,9	3626	74			
3627	96,8	3627	73			
3628	96,8	3628	74			
3629	96,8	3629	73			
3630	96,6	3630	74			
3631	96,6	3631	73			
3632	96,5	3632	74			
3633	96,5	3633	73			
3634	96,5	3634	73			
3635	96,4	3635	73			
3636	96,4	3636	72			
3637	96,3	3637	73			
3638	96,3	3638	73			
3639	96,1	3639	74			
3640	96,1	3640	72			
3641	96	3641	72			
3642	96	3642	72			
3643	96	3643	72			
3644	96	3644	72			
3645	95,9	3645	72			
3646	95,8	3646	72			
3647	95,8	3647	71			
3648	95,6	3648	72			
3649	95,6	3649	71			
3650	95,5	3650	71			
3651	95,5	3651	71			
3652	95,5	3652	71			
3653	95,5	3653	71			
3654	95,4	3654	70			
3655	95,4	3655	70			
3656	95,3	3656	71			
3657	95,3	3657	70			
3658	95,1	3658	70			
3659	95,1	3659	71			
3660	95	3660	70			
3661	95	3661	70			
3662	95	3662	70			
3663	95	3663	69			
3664	95	3664	69			
3665	94,9	3665	70			
3666	94,9	3666	71			
3667	94,9	3667	70			
3668	94,8	3668	69			
3669	94,8	3669	68			
3670	94,8	3670	69			
3671	94,6	3671	69			
3672	94,6	3672	69			
3673	94,5	3673	68			
3674	94,5	3674	68			
3675	94,5	3675	68			
3676	94,5	3676	69			
3677	94,4	3677	68			
3678	94,4	3678	68			
3679	94,3	3679	67			
3680	94,3	3680	67			
3681	94,3	3681	68			
3682	94,1	3682	68			
3683	94,1	3683	68			
3684	94	3684	67			
3685	94	3685	68			
3686	94	3686	68			
3687	94	3687	68			
3688	94	3688	66			
3689	94	3689	68			
3690	93,9	3690	68			
3691	93,9	3691	68			
3692	93,9	3692	67			
3693	93,8	3693	67			
3694	93,8	3694	66			
3695	93,8	3695	66			
3696	93,6	3696	66			
3697	93,6	3697	66			
3698	93,6	3698	65			
3699	93,5	3699	66			
3700	93,5	3700	66			
3701	93,5	3701	67			
3702	93,5	3702	67			
3703	93,5	3703	67			
3704	93,5	3704	66			
3705	93,5	3705	65			
3706	93,5	3706	66			
3707	93,4	3707	66			
3708	93,4	3708	67			
3709	93,4	3709	66			
3710	93,3	3710	65			
3711	93,3	3711	66			
3712	93,3	3712	65			
3713	93,1	3713	64			
3714	93,1	3714	65			
3715	93,1	3715	65			
3716	93,1	3716	65			
3717	93	3717	65			
3718	93	3718	65			
3719	93	3719	64			
3720	93	3720	65			
3721	93	3721	64			
3722	93	3722	65			
3723	92,9	3723	64			
3724	92,9	3724	64			
3725	92,9	3725	63			
3726	92,9	3726	64			
3727	92,8	3727	64			
3728	92,8	3728	64			
3729	92,8	3729	64			
3730	92,8	3730	65			
3731	92,6	3731	64			
3732	92,6	3732	63			
3733	92,6	3733	63			
3734	92,6	3734	63			
3735	92,5	3735	64			
3736	92,5	3736	64			
3737	92,5	3737	64			
3738	92,5	3738	63			
3739	92,5	3739	64			
3740	92,5	3740	63			
3741	92,5	3741	63			
3742	92,5	3742	64			
3743	92,5	3743	63			
3744	92,5	3744	62			
3745	92,4	3745	63			
3746	92,4	3746	63			
3747	92,4	3747	63			
3748	92,4	3748	62			
3749	92,3	3749	64			
3750	92,3	3750	63			
3751	92,3	3751	63			
3752	92,3	3752	63			
3753	92,3	3753	63			
3754	92,1	3754	63			
3755	92,1	3755	63			
3756	92,1	3756	63			
3757	92,1	3757	63			
3758	92,1	3758	63			
3759	92,1	3759	63			
3760	92	3760	63			
3761	92	3761	63			
3762	92	3762	62			
3763	92	3763	63			
3764	92	3764	63			
3765	92	3765	63			
3766	92	3766	62			
3767	92	3767	63			
3768	92	3768	62			
3769	91,9	3769	62			
3770	91,9	3770	62			
3771	91,9	3771	63			
3772	91,9	3772	63			
3773	91,9	3773	62			
3774	91,9	3774	62			
3775	91,8	3775	62			
3776	91,8	3776	61			
3777	91,8	3777	62			
3778	91,9	3778	62			
3779	91,8	3779	62			
3780	91,8	3780	62			
3781	91,8	3781	62			
3782	91,8	3782	61			
3783	91,8	3783	62			
3784	91,8	3784	61			
3785	91,8	3785	62			
3786	91,6	3786	62			
3787	91,6	3787	61			
3788	91,6	3788	61			
3789	91,6	3789	61			
3790	91,6	3790	61			
3791	91,6	3791	62			
3792	91,6	3792	61			
3793	91,6	3793	62			
3794	91,6	3794	61			
3795	91,5	3795	60			
3796	91,5	3796	62			
3797	91,5	3797	62			
3798	91,5	3798	62			
3799	91,5	3799	61			
3800	91,5	3800	61			
3801	91,5	3801	61			
3802	91,5	3802	62			
3803	91,5	3803	61			
3804	91,5	3804	62			
3805	91,5	3805	61			
3806	91,5	3806	61			
3807	91,5	3807	61			
3808	91,5	3808	61			
3809	91,5	3809	61			
3810	91,5	3810	61			
3811	91,5	3811	60			
3812	91,5	3812	61			
3813	91,5	3813	61			
3814	91,5	3814	62			
3815	91,5	3815	61			
3816	91,5	3816	61			
3817	91,5	3817	61			
3818	91,5	3818	61			
3819	91,4	3819	61			
3820	91,4	3820	61			
3821	91,4	3821	61			
3822	91,4	3822	60			
3823	91,4	3823	61			
3824	91,4	3824	61			
3825	91,4	3825	61			
3826	91,5	3826	62			
3827	91,5	3827	61			
3828	91,5	3828	61			
3829	91,4	3829	61			
3830	91,5	3830	62			
3831	91,4	3831	62			
3832	91,4	3832	60			
3833	91,4	3833	61			
3834	91,4	3834	61			
3835	91,4	3835	60			
3836	91,4	3836	61			
3837	91,4	3837	60			
3838	91,4	3838	60			
3839	91,4	3839	60			
3840	91,4	3840	61			
3841	91,4	3841	61			
3842	91,4	3842	60			
3843	91,4	3843	61			
3844	91,3	3844	60			
3845	91,4	3845	60			
3846	91,4	3846	61			
3847	91,4	3847	61			
3848	91,4	3848	60			
3849	91,4	3849	61			
3850	91,3	3850	60			
3851	91,3	3851	61			
3852	91,3	3852	61			
3853	91,3	3853	60			
3854	91,3	3854	61			
3855	91,3	3855	61			
3856	91,3	3856	60			
3857	91,3	3857	61			
3858	91,3	3858	61			
3859	91,3	3859	61			
3860	91,3	3860	60			
3861	91,3	3861	60			
3862	91,3	3862	61			
3863	91,3	3863	60			
3864	91,3	3864	60			
3865	91,3	3865	59			
3866	91,3	3866	61			
3867	91,3	3867	61			
3868	91,3	3868	60			
3869	91,3	3869	60			
3870	91,3	3870	61			
3871	91,3	3871	60			
3872	91,3	3872	60			
3873	91,3	3873	60			
3874	91,3	3874	61			
3875	91,3	3875	60			
3876	91,3	3876	60			
3877	91,3	3877	60			
3878	91,3	3878	60			
3879	91,3	3879	60			
3880	91,3	3880	60			
3881	91,3	3881	60			
3882	91,3	3882	60			
3883	91,1	3883	60			
3884	91,3	3884	60			
3885	91,1	3885	60			
3886	91,1	3886	60			
3887	91,1	3887	60			
3888	91,1	3888	60			
3889	91,1	3889	60			
3890	91,1	3890	60			
3891	91,1	3891	61			
3892	91,1	3892	60			
3893	91,1	3893	60			
3894	91,1	3894	60			
3895	91,1	3895	60			
3896	91,1	3896	60			
3897	91,1	3897	61			
3898	91,1	3898	60			
3899	91	3899	61			
3900	91	3900	60			
3901	91	3901	60			
3902	91	3902	60			
3903	91	3903	60			
3904	91	3904	60			
3905	91	3905	61			
3906	91	3906	60			
3907	91	3907	60			
3908	91	3908	60			
3909	91	3909	60			
3910	91	3910	60			
3911	91	3911	60			
3912	91	3912	59			
3913	91	3913	60			
3914	91	3914	60			
3915	91	3915	60			
3916	91	3916	60			
3917	91	3917	61			
3918	91	3918	61			
3919	91	3919	60			
3920	91	3920	59			
3921	91	3921	60			
3922	91	3922	60			
3923	91	3923	60			
3924	91	3924	60			
3925	91	3925	61			
3926	91	3926	60			
3927	91	3927	59			
3928	91	3928	60			
3929	91	3929	60			
3930	91	3930	60			
3931	91	3931	59			
3932	91	3932	60			
3933	91	3933	60			
3934	91	3934	60			
3935	91	3935	60			
3936	91	3936	59			
3937	91	3937	59			
3938	91	3938	60			
3939	91	3939	60			
3940	91	3940	61			
3941	91	3941	60			
3942	91	3942	60			
3943	91	3943	60			
3944	91	3944	60			
3945	91	3945	59			
3946	91	3946	60			
3947	91	3947	60			
3948	91	3948	60			
3949	91	3949	59			
3950	91	3950	60			
3951	91	3951	60			
3952	91	3952	61			
3953	91	3953	60			
3954	91	3954	61			
3955	91	3955	60			
3956	91	3956	59			
3957	91	3957	60			
3958	91	3958	60			
3959	91	3959	60			
3960	91	3960	60			
3961	91	3961	60			
3962	91	3962	60			
3963	91	3963	60			
3964	91	3964	60			
3965	91	3965	59			
3966	91	3966	60			
3967	91	3967	59			
3968	91	3968	59			
3969	91	3969	59			
3970	91	3970	60			
3971	91	3971	59			
3972	91	3972	60			
3973	91	3973	60			
3974	91	3974	60			
3975	91	3975	60			
3976	91	3976	60			
3977	91	3977	60			
3978	91	3978	60			
3979	91	3979	60			
3980	91	3980	59			
3981	91	3981	59			
3982	91	3982	60			
3983	91	3983	61			
3984	91	3984	60			
3985	91	3985	59			
3986	91	3986	60			
3987	91	3987	59			
3988	91	3988	59			
3989	91	3989	60			
3990	91	3990	59			
3991	91	3991	60			
3992	91	3992	60			
3993	91	3993	61			
3994	91	3994	60			
3995	91	3995	59			
3996	91	3996	60			
3997	91	3997	60			
3998	91	3998	60			
3999	90,9	3999	59			
4000	90,9	4000	60			
4001	90,9	4001	60			
4002	90,9	4002	60			
4003	91	4003	59			
4004	91	4004	59			
4005	91	4005	59			
4006	91	4006	60			
4007	90,9	4007	59			
4008	90,9	4008	58			
4009	91	4009	60			
4010	91	4010	59			
4011	91	4011	59			
4012	91	4012	59			
4013	91	4013	60			
4014	91	4014	60			
4015	91	4015	60			
4016	91	4016	60			
4017	91	4017	60			
4018	91	4018	60			
4019	91	4019	60			
4020	91	4020	59			
4021	91	4021	60			
4022	91	4022	60			
4023	91	4023	59			
4024	91	4024	60			
4025	91	4025	59			
4026	91	4026	59			
4027	91	4027	60			
4028	91	4028	59			
4029	91	4029	59			
4030	91	4030	60			
4031	91	4031	60			
4032	91	4032	59			
4033	91	4033	60			
4034	91	4034	59			
4035	91	4035	60			
4036	91	4036	61			
4037	91	4037	60			
4038	91	4038	59			
4039	91	4039	60			
4040	91	4040	60			
4041	91	4041	59			
4042	91	4042	59			
4043	91	4043	60			
4044	91	4044	61			
4045	91	4045	60			
4046	90,9	4046	60			
4047	90,9	4047	60			
4048	90,9	4048	60			
4049	90,9	4049	60			
4050	90,9	4050	59			
4051	90,9	4051	59			
4052	90,9	4052	59			
4053	90,9	4053	59			
4054	90,9	4054	60			
4055	90,9	4055	60			
4056	90,9	4056	60			
4057	90,9	4057	60			
4058	90,9	4058	60			
4059	90,9	4059	59			
4060	90,9	4060	60			
4061	90,9	4061	59			
4062	90,9	4062	59			
4063	90,9	4063	59			
4064	90,9	4064	60			
4065	90,9	4065	60			
4066	90,9	4066	60			
4067	90,9	4067	60			
4068	90,9	4068	60			
4069	90,9	4069	59			
4070	90,9	4070	59			
4071	90,9	4071	60			
4072	90,9	4072	60			
4073	90,9	4073	60			
4074	90,9	4074	60			
4075	91	4075	59			
4076	90,9	4076	60			
4077	90,9	4077	60			
4078	91	4078	59			
4079	91	4079	60			
4080	90,9	4080	61			
4081	90,9	4081	60			
4082	90,9	4082	61			
4083	90,9	4083	60			
4084	90,9	4084	59			
4085	90,9	4085	59			
4086	90,9	4086	59			
4087	90,9	4087	60			
4088	90,9	4088	60			
4089	90,9	4089	60			
4090	90,9	4090	59			
4091	90,9	4091	60			
4092	90,9	4092	60			
4093	90,9	4093	60			
4094	90,9	4094	59			
4095	90,9	4095	58			
4096	90,9	4096	59			
4097	90,9	4097	60			
4098	90,9	4098	60			
4099	90,9	4099	60			
4100	90,9	4100	60			
4101	90,9	4101	60			
4102	90,9	4102	59			
4103	90,9	4103	59			
4104	90,9	4104	60			
4105	90,9	4105	59			
4106	91	4106	59			
4107	90,9	4107	60			
4108	90,9	4108	61			
4109	90,9	4109	59			
4110	90,9	4110	58			
4111	90,9	4111	59			
4112	90,9	4112	60			
4113	90,9	4113	60			
4114	90,9	4114	60			
4115	90,9	4115	59			
4116	90,9	4116	59			
4117	90,9	4117	58			
4118	90,9	4118	60			
4119	90,9	4119	60			
4120	90,9	4120	60			
4121	90,9	4121	61			
4122	90,9	4122	59			
4123	90,9	4123	60			
4124	90,9	4124	60			
4125	90,9	4125	60			
4126	90,9	4126	60			
4127	90,9	4127	59			
4128	90,9	4128	59			
4129	90,9	4129	60			
4130	90,9	4130	59			
4131	90,9	4131	59			
4132	90,9	4132	60			
4133	90,9	4133	61			
4134	90,9	4134	60			
4135	90,9	4135	60			
4136	90,9	4136	59			
4137	90,9	4137	59			
4138	90,9	4138	59			
4139	90,9	4139	60			
4140	90,9	4140	59			
4141	90,9	4141	59			
4142	90,9	4142	60			
4143	90,9	4143	60			
4144	90,8	4144	59			
4145	90,9	4145	61			
4146	90,8	4146	60			
4147	90,9	4147	60			
4148	90,9	4148	60			
4149	90,9	4149	60			
4150	90,9	4150	59			
4151	90,9	4151	60			
4152	90,9	4152	59			
4153	90,9	4153	60			
4154	90,9	4154	60			
4155	90,9	4155	59			
4156	90,9	4156	59			
4157	90,8	4157	60			
4158	90,9	4158	59			
4159	90,8	4159	59			
4160	90,9	4160	60			
4161	90,9	4161	59			
4162	90,8	4162	60			
4163	90,8	4163	60			
4164	90,8	4164	60			
4165	90,8	4165	59			
4166	90,8	4166	60			
4167	90,8	4167	60			
4168	90,9	4168	60			
4169	90,9	4169	59			
4170	90,9	4170	60			
4171	90,9	4171	59			
4172	90,9	4172	60			
4173	90,8	4173	60			
4174	90,8	4174	60			
4175	90,8	4175	60			
4176	90,8	4176	60			
4177	90,8	4177	59			
4178	90,8	4178	59			
4179	90,8	4179	60			
4180	90,8	4180	61			
4181	90,8	4181	60			
4182	90,8	4182	58			
4183	90,8	4183	59			
4184	90,8	4184	59			
4185	90,8	4185	61			
4186	90,8	4186	61			
4187	90,8	4187	60			
4188	90,8	4188	59			
4189	90,8	4189	58			
4190	90,8	4190	59			
4191	90,8	4191	59			
4192	90,8	4192	59			
4193	90,8	4193	59			
4194	90,8	4194	58			
4195	90,8	4195	59			
4196	90,8	4196	59			
4197	90,8	4197	60			
4198	90,8	4198	60			
4199	90,8	4199	59			
4200	90,8	4200	60			
4201	90,8	4201	59			
4202	90,8	4202	59			
4203	90,6	4203	59			
4204	90,6	4204	59			
4205	90,6	4205	60			
4206	90,6	4206	60			
4207	90,6	4207	60			
4208	90,6	4208	59			
4209	90,6	4209	59			
4210	90,6	4210	59			
4211	90,6	4211	59			
4212	90,8	4212	59			
4213	90,8	4213	59			
4214	90,8	4214	59			
4215	90,8	4215	58			
4216	90,8	4216	58			
4217	90,8	4217	58			
4218	90,8	4218	59			
4219	90,8	4219	58			
4220	90,8	4220	59			
4221	90,8	4221	60			
4222	90,8	4222	60			
4223	90,8	4223	59			
4224	90,8	4224	60			
4225	90,8	4225	59			
4226	90,6	4226	59			
4227	90,6	4227	59			
4228	90,6	4228	60			
4229	90,6	4229	59			
4230	90,6	4230	60			
4231	90,6	4231	58			
4232	90,6	4232	59			
4233	90,6	4233	59			
4234	90,5	4234	60			
4235	90,5	4235	60			
4236	90,5	4236	59			
4237	90,5	4237	59			
4238	90,5	4238	60			
4239	90,5	4239	60			
4240	90,5	4240	58			
4241	90,5	4241	59			
4242	90,5	4242	60			
4243	90,5	4243	60			
4244	90,5	4244	59			
4245	90,5	4245	59			
4246	90,5	4246	59			
4247	90,5	4247	60			
4248	90,5	4248	59			
4249	90,5	4249	59			
4250	90,5	4250	59			
4251	90,5	4251	59			
4252	90,5	4252	59			
4253	90,5	4253	58			
4254	90,5	4254	58			
4255	90,5	4255	59			
4256	90,5	4256	59			
4257	90,5	4257	59			
4258	90,5	4258	58			
4259	90,5	4259	58			
4260	90,5	4260	59			
4261	90,6	4261	59			
4262	90,6	4262	59			
4263	90,6	4263	59			
4264	90,6	4264	59			
4265	90,6	4265	59			
4266	90,6	4266	60			
4267	90,6	4267	60			
4268	90,6	4268	59			
4269	90,6	4269	59			
4270	90,6	4270	59			
4271	90,6	4271	59			
4272	90,6	4272	59			
4273	90,5	4273	59			
4274	90,5	4274	59			
4275	90,5	4275	59			
4276	90,5	4276	60			
4277	90,5	4277	60			
4278	90,5	4278	60			
4279	90,5	4279	59			
4280	90,6	4280	60			
4281	90,5	4281	58			
4282	90,5	4282	59			
4283	90,5	4283	60			
4284	90,5	4284	60			
4285	90,5	4285	60			
4286	90,5	4286	59			
4287	90,6	4287	58			
4288	90,6	4288	59			
4289	90,6	4289	59			
4290	90,6	4290	59			
4291	90,6	4291	60			
4292	90,6	4292	59			
4293	90,6	4293	60			
4294	90,6	4294	60			
4295	90,6	4295	60			
4296	90,6	4296	59			
4297	90,6	4297	59			
4298	90,6	4298	59			
4299	90,5	4299	59			
4300	90,5	4300	59			
4301	90,5	4301	60			
4302	90,5	4302	60			
4303	90,5	4303	60			
4304	90,5	4304	59			
4305	90,5	4305	59			
4306	90,5	4306	59			
4307	90,5	4307	60			
4308	90,5	4308	60			
4309	90,5	4309	59			
4310	90,5	4310	59			
4311	90,5	4311	58			
4312	90,5	4312	59			
4313	90,5	4313	59			
4314	90,5	4314	61			
4315	90,5	4315	60			
4316	90,5	4316	60			
4317	90,5	4317	60			
4318	90,5	4318	60			
4319	90,5	4319	58			
4320	90,5	4320	58			
4321	90,5	4321	59			
4322	90,5	4322	61			
4323	90,5	4323	60			
4324	90,5	4324	59			
4325	90,5	4325	59			
4326	90,5	4326	59			
4327	90,5	4327	59			
4328	90,5	4328	58			
4329	90,5	4329	58			
4330	90,4	4330	59			
4331	90,4	4331	60			
4332	90,4	4332	59			
4333	90,4	4333	60			
4334	90,4	4334	60			
4335	90,4	4335	61			
4336	90,4	4336	60			
4337	90,4	4337	60			
4338	90,4	4338	60			
4339	90,4	4339	60			
4340	90,4	4340	59			
4341	90,4	4341	59			
4342	90,4	4342	60			
4343	90,4	4343	60			
4344	90,4	4344	60			
4345	90,4	4345	60			
4346	90,4	4346	59			
4347	90,3	4347	60			
4348	90,3	4348	59			
4349	90,3	4349	59			
4350	90,3	4350	59			
4351	90,3	4351	59			
4352	90,3	4352	59			
4353	90,3	4353	59			
4354	90,3	4354	60			
4355	90,3	4355	59			
4356	90,1	4356	59			
4357	90,1	4357	59			
4358	90,1	4358	59			
4359	90,1	4359	59			
4360	90,1	4360	58			
4361	90,1	4361	59			
4362	90,1	4362	60			
4363	90,1	4363	59			
4364	90,1	4364	59			
4365	90,1	4365	59			
4366	90,1	4366	60			
4367	90,1	4367	59			
4368	90	4368	59			
4369	90	4369	59			
4370	90	4370	60			
4371	90	4371	58			
4372	90	4372	58			
4373	90	4373	59			
4374	90	4374	59			
4375	90	4375	58			
4376	90	4376	59			
4377	90	4377	58			
4378	90	4378	59			
4379	90	4379	59			
4380	90	4380	59			
4381	90	4381	60			
4382	90	4382	60			
4383	90	4383	60			
4384	90	4384	59			
4385	90	4385	58			
4386	90	4386	59			
4387	90	4387	59			
4388	90	4388	59			
4389	89,9	4389	59			
4390	89,9	4390	59			
4391	89,9	4391	58			
4392	89,9	4392	59			
4393	89,9	4393	60			
4394	89,9	4394	59			
4395	89,9	4395	60			
4396	89,9	4396	60			
4397	89,9	4397	59			
4398	89,8	4398	60			
4399	89,8	4399	61			
4400	89,8	4400	60			
4401	89,8	4401	60			
4402	89,8	4402	60			
4403	89,8	4403	59			
4404	89,8	4404	58			
4405	89,8	4405	59			
4406	89,8	4406	59			
4407	89,8	4407	59			
4408	89,6	4408	59			
4409	89,6	4409	59			
4410	89,6	4410	59			
4411	89,6	4411	60			
4412	89,6	4412	59			
4413	89,6	4413	58			
4414	89,6	4414	59			
4415	89,6	4415	60			
4416	89,5	4416	58			
4417	89,5	4417	59			
4418	89,5	4418	58			
4419	89,5	4419	59			
4420	89,5	4420	60			
4421	89,5	4421	60			
4422	89,5	4422	59			
4423	89,5	4423	61			
4424	89,5	4424	60			
4425	89,5	4425	60			
4426	89,5	4426	60			
4427	89,5	4427	59			
4428	89,5	4428	60			
4429	89,5	4429	61			
4430	89,5	4430	60			
4431	89,5	4431	60			
4432	89,5	4432	60			
4433	89,5	4433	59			
4434	89,5	4434	60			
4435	89,5	4435	59			
4436	89,5	4436	59			
4437	89,5	4437	60			
4438	89,5	4438	59			
4439	89,5	4439	59			
