Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
617	59,5	617	0
618	59,5	618	0
619	59,7	619	0
620	59,7	620	0
621	59,9	621	0
622	60	622	0
623	60	623	0
624	60,2	624	0
625	60,2	625	0
626	60,4	626	0
627	60,5	627	0
628	60,5	628	0
629	60,7	629	0
630	60,7	630	0
631	60,9	631	0
632	61	632	0
633	61	633	0
634	61,2	634	0
635	61,2	635	0
636	61,4	636	0
637	61,5	637	0
638	61,7	638	0
639	61,7	639	0
640	61,9	640	0
641	62	641	0
642	62	642	0
643	62,2	643	0
644	62,4	644	0
645	62,5	645	0
646	62,7	646	0
647	62,9	647	0
648	63	648	0
649	63	649	0
650	63,2	650	0
651	63,4	651	0
652	63,5	652	0
653	63,5	653	0
654	63,7	654	0
655	63,9	655	0
656	64	656	0
657	64	657	0
658	64,1	658	0
659	64,3	659	0
660	64,4	660	0
661	64,4	661	0
662	64,5	662	0
663	64,5	663	0
664	64,6	664	0
665	64,8	665	0
666	64,8	666	0
667	64,9	667	0
668	65	668	0
669	65	669	0
670	65,1	670	0
671	65,3	671	0
672	65,4	672	0
673	65,5	673	0
674	65,5	674	0
675	65,6	675	0
676	65,8	676	0
677	66	677	0
678	66	678	0
679	66,1	679	0
680	66,3	680	0
681	66,4	681	0
682	66,5	682	0
683	66,5	683	0
684	66,6	684	0
685	66,8	685	0
686	66,9	686	0
687	67	687	0
688	67	688	0
689	67,1	689	0
690	67,3	690	0
691	67,4	691	0
692	67,5	692	0
693	67,5	693	0
694	67,6	694	0
695	67,8	695	0
696	67,9	696	0
697	67,9	697	0
698	68	698	0
699	68,1	699	0
700	68,3	700	0
701	68,4	701	0
702	68,5	702	0
703	68,5	703	0
704	68,5	704	0
705	68,6	705	0
706	68,8	706	0
707	68,9	707	0
708	69	708	0
709	69	709	0
710	69,1	710	0
711	69,3	711	0
712	69,4	712	0
713	69,5	713	0
714	69,5	714	0
715	69,6	715	0
716	69,8	716	0
717	69,9	717	0
718	70	718	0
719	70	719	0
720	70,1	720	0
721	70,3	721	0
722	70,5	722	0
723	70,5	723	0
724	70,6	724	0
725	70,8	725	0
726	71	726	0
727	71	727	0
728	71,1	728	0
729	71,3	729	0
730	71,4	730	0
731	71,5	731	0
732	71,5	732	0
733	71,6	733	0
734	71,8	734	0
735	71,9	735	0
736	72	736	0
737	72	737	0
738	72,1	738	0
739	72,1	739	0
740	72,3	740	0
741	72,4	741	0
742	72,5	742	0
743	72,5	743	0
744	72,5	744	0
745	72,6	745	0
746	72,8	746	0
747	72,9	747	0
748	73	748	0
749	73	749	0
750	73,1	750	0
751	73,3	751	0
752	73,3	752	0
753	73,4	753	0
754	73,5	754	0
755	73,5	755	0
756	73,6	756	0
757	73,6	757	0
758	73,8	758	0
759	73,9	759	0
760	74	760	0
761	74	761	0
762	74	762	0
763	74,1	763	0
764	74,3	764	0
765	74,4	765	0
766	74,4	766	0
767	74,5	767	0
768	74,5	768	0
769	74,6	769	0
770	74,8	770	0
771	74,9	771	0
772	75	772	0
773	75	773	0
774	75,1	774	0
775	75,3	775	0
776	75,4	776	0
777	75,5	777	0
778	75,5	778	0
779	75,6	779	0
780	75,8	780	0
781	75,9	781	0
782	76	782	0
783	76	783	0
784	76	784	0
785	76,1	785	0
786	76,1	786	0
787	76,3	787	0
788	76,4	788	0
789	76,5	789	0
790	76,5	790	0
791	76,5	791	0
792	76,6	792	0
793	76,6	793	0
794	76,8	794	0
795	76,9	795	0
796	76,9	796	0
797	77	797	0
798	77	798	0
799	77	799	0
800	77,1	800	0
801	77,3	801	0
802	77,3	802	0
803	77,4	803	0
804	77,5	804	1
805	77,5	805	0
806	77,5	806	0
807	77,6	807	0
808	77,6	808	0
809	77,8	809	0
810	77,9	810	0
811	77,9	811	0
812	78	812	0
813	78	813	1
814	78	814	1
815	78,1	815	0
816	78,3	816	1
817	78,4	817	1
818	78,5	818	0
819	78,5	819	0
820	78,5	820	1
821	78,6	821	1
822	78,8	822	1
823	78,9	823	1
824	79	824	1
825	79	825	1
826	79,1	826	1
827	79,3	827	1
828	79,3	828	1
829	79,4	829	1
830	79,5	830	1
831	79,5	831	1
832	79,6	832	1
833	79,8	833	1
834	79,9	834	1
835	80	835	2
836	80	836	2
837	80,1	837	2
838	80,1	838	2
839	80,3	839	2
840	80,4	840	2
841	80,5	841	2
842	80,5	842	3
843	80,6	843	3
844	80,8	844	3
845	80,9	845	2
846	81	846	2
847	81	847	3
848	81	848	4
849	81,1	849	3
850	81,3	850	3
851	81,4	851	3
852	81,5	852	4
853	81,5	853	4
854	81,5	854	4
855	81,6	855	3
